# pfam_scan.pl,  run at Fri Jul  1 10:31:31 2022
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jaina@ebi.ac.uk), 
#          Rob Finn (rdf@ebi.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/huangbiaosheng/Lepidoptera/N/Cnaphalocrocis_medinalis.anno.pep.fa
#        searching against: /home/huangbiaosheng/PfamScan/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

Cmed082140.1      4     81      1     82 PF10457.12  MENTAL            Domain   104   178   179     53.6   2.5e-14   1 No_clan  
Cmed082140.1    124    322    108    327 PF01852.22  START             Domain    19   204   209     85.4   3.7e-24   1 CL0209   
Cmed082140.1    378    448    376    448 PF00538.22  Linker_histone    Domain     3    74    74     90.1   9.3e-26   1 CL0123   
Cmed082160.1     37     96     18     99 PF15511.9   CENP-T_C          Domain    20    79   108     32.4   8.2e-08   1 CL0012   
Cmed144060.1      3    265      3    267 PF05427.14  FIBP              Family     1   273   360    366.9  1.4e-109   1 No_clan  
Cmed144060.1    265    322    265    322 PF05427.14  FIBP              Family   302   360   360     57.5   1.6e-15   1 No_clan  
Cmed136880.1      3     46      1     52 PF01395.25  PBP_GOBP          Domain    35    78   112     23.9   4.1e-05   1 No_clan  
Cmed074860.1      1    459      1    463 PF09742.12  Dymeclin          Family     1   450   688    253.1   5.6e-75   1 CL0456   
Cmed074880.1    733    903    731    905 PF00270.32  DEAD              Domain     3   165   176     38.1   1.4e-09   1 CL0023   
Cmed074880.1   1414   1468   1409   1470 PF00567.27  TUDOR             Domain    67   120   122     35.3   1.1e-08   1 CL0049   
Cmed131350.1     10    137      4    158 PF00294.27  PfkB              Domain    31   161   302     46.3   3.6e-12   1 CL0118   
Cmed131370.1     16    195     16    195 PF13903.9   Claudin_2         Family     1   193   193    147.6   3.8e-43   1 CL0375   
Cmed131380.1     33    441     32    441 PF06087.15  Tyr-DNA_phospho   Family     2   450   450    359.2  3.4e-107   1 CL0479   
Cmed048600.1      6     66      6     68 PF00076.25  RRM_1             Domain     1    68    70     64.7   5.5e-18   1 CL0221   
Cmed048600.1    115    180    115    180 PF00076.25  RRM_1             Domain     1    70    70     55.0     6e-15   1 CL0221   
Cmed048620.1     17    245     10    246 PF06585.14  JHBP              Family     4   239   240    160.6   3.8e-47   1 CL0648   
Cmed013650.1    301    319    301    323 PF13912.9   zf-C2H2_6         Domain     3    21    27     13.1     0.077   1 CL0361   
Cmed013650.1    328    350    328    350 PF00096.29  zf-C2H2           Domain     1    23    23     20.8    0.0004   1 CL0361   
Cmed013650.1    355    376    355    382 PF12171.11  zf-C2H2_jaz       Family     1    22    27     26.3   7.1e-06   1 CL0361   
Cmed013650.1    389    413    388    415 PF13912.9   zf-C2H2_6         Domain     2    25    27     15.1     0.018   1 CL0361   
Cmed029570.1    296    388    287    392 PF00589.25  Phage_integrase   Family    80   166   172     28.0   1.8e-06   1 CL0382   
Cmed069630.1     29    439     23    439 PF12698.10  ABC2_membrane_3   Family     7   346   346     41.3   1.1e-10   1 CL0181   
Cmed069630.1    515    656    515    657 PF00005.30  ABC_tran          Domain     1   136   137     98.8   3.9e-28   1 CL0023   
Cmed069630.1    951   1230    857   1234 PF12698.10  ABC2_membrane_3   Family    94   338   346     64.1   1.3e-17   1 CL0181   
Cmed069630.1   1299   1390   1299   1401 PF00005.30  ABC_tran          Domain     1    80   137     40.6   3.6e-10   1 CL0023   
Cmed131450.1      5    314      2    315 PF12698.10  ABC2_membrane_3   Family    66   345   346    109.8   1.6e-31   1 CL0181   
Cmed131450.1    418    557    416    557 PF00005.30  ABC_tran          Domain     3   137   137     86.9   1.9e-24   1 CL0023   
Cmed127350.1    516    570    491    600 PF00078.30  RVT_1             Domain   165   210   222     32.2   8.1e-08   1 CL0027   
Cmed127350.1    590    713    576    713 PF13359.9   DDE_Tnp_4         Domain    35   158   158     89.6   1.8e-25   1 CL0219   
Cmed127390.1    189    365    185    369 PF16012.8   DUF4780           Family     5   173   177     52.5   4.2e-14   1 No_clan  
Cmed082180.1    226    295    226    328 PF00078.30  RVT_1             Domain    81   179   222     41.8   9.5e-11   1 CL0027   
Cmed082200.1    555    643    554    663 PF00078.30  RVT_1             Domain   131   210   222     43.7   2.4e-11   1 CL0027   
Cmed021370.1     64    135     63    135 PF00364.25  Biotin_lipoyl     Domain     2    73    73     59.7     2e-16   1 CL0105   
Cmed021370.1    235    292    233    293 PF00198.26  2-oxoacid_dh      Domain     3    60   233     31.4   1.4e-07   1 CL0149   
Cmed055030.1     29    185     29    186 PF00640.26  PID               Domain     1   139   140    122.6   1.3e-35   1 CL0266   
Cmed055090.1     96    116     95    117 PF00560.36  LRR_1             Repeat     2    22    23     10.5       0.9   1 CL0022   
Cmed055090.1    141    198    140    200 PF13855.9   LRR_8             Repeat     2    59    61     41.5   9.1e-11   1 CL0022   
Cmed055090.1    210    267    209    267 PF13855.9   LRR_8             Repeat     2    61    61     38.2   9.6e-10   1 CL0022   
Cmed055150.1    106    508    104    508 PF00465.22  Fe-ADH            Family     3   364   364    333.0   1.9e-99   1 CL0224   
Cmed055170.1     30    245     15    250 PF16746.8   BAR_3             Domain    30   233   238     94.7   6.8e-27   1 CL0145   
Cmed055170.1    284    376    284    377 PF00169.32  PH                Domain     1   104   105     34.9   1.9e-08   1 CL0266   
Cmed055170.1    405    519    403    520 PF01412.21  ArfGap            Domain     3   116   117    119.0   1.2e-34   1 No_clan  
Cmed055170.1    533    633    531    633 PF12796.10  Ank_2             Repeat     3    83    83     41.4   1.7e-10   1 CL0465   
Cmed055170.1    935    984    935    984 PF00018.31  SH3_1             Domain     1    48    48     45.6   4.1e-12   1 CL0010   
Cmed055190.1      1     63      1     66 PF11712.11  Vma12             Family    73   134   139     52.5   5.8e-14   1 No_clan  
Cmed055210.1    259    293    239    297 PF16577.8   UBA_5             Domain    19    53    62     39.5     5e-10   1 CL0214   
Cmed055230.1     13    262      6    280 PF00151.22  Lipase            Domain    26   297   336    153.0   1.3e-44   1 CL0028   
Cmed055250.1    174    307    145    309 PF00151.22  Lipase            Domain    36   168   336     90.7   1.2e-25   1 CL0028   
Cmed055270.1     52    313     39    337 PF00151.22  Lipase            Domain    23   307   336    198.5   1.9e-58   1 CL0028   
Cmed055290.1     70    266     58    281 PF00151.22  Lipase            Domain    45   247   336    142.6     2e-41   1 CL0028   
Cmed055310.1     66    309     45    329 PF00151.22  Lipase            Domain    37   311   336    183.5   6.8e-54   1 CL0028   
Cmed055330.1     29    142     28    144 PF15998.8   DUF4773           Family     2   116   118    107.5     6e-31   1 No_clan  
Cmed055350.1     61    114     57    116 PF15998.8   DUF4773           Family    56   105   118     29.6   8.7e-07   1 No_clan  
Cmed055350.1    116    172    113    177 PF15998.8   DUF4773           Family    57   109   118     31.0   3.1e-07   1 No_clan  
Cmed055350.1    202    258    195    260 PF15998.8   DUF4773           Family    53   105   118     30.1   5.8e-07   1 No_clan  
Cmed055350.1    260    316    257    320 PF15998.8   DUF4773           Family    57   109   118     31.0   3.2e-07   1 No_clan  
Cmed055350.1    321    375    317    380 PF15998.8   DUF4773           Family    57   107   118     29.6   8.7e-07   1 No_clan  
Cmed055350.1    381    424    363    427 PF04112.16  Mak10             Family    47    90   169     38.3   9.4e-10   1 No_clan  
Cmed055350.1    418    469    417    476 PF04112.16  Mak10             Family   110   161   169     28.1   1.3e-06   1 No_clan  
Cmed055370.1     22    128     20    130 PF01395.25  PBP_GOBP          Domain     3   110   112     89.0   2.4e-25   1 No_clan  
Cmed055390.1      2    243      1    247 PF16214.8   AC_N              Family   177   406   415     47.5   1.5e-12   1 No_clan  
Cmed055390.1    265    395    264    398 PF00211.23  Guanylate_cyc     Domain     2   132   183    136.9   6.2e-40   1 CL0276   
Cmed055390.1    756    912    743    913 PF00211.23  Guanylate_cyc     Domain    49   181   183    121.8   2.6e-35   1 CL0276   
Cmed055410.1    122    177    122    177 PF00379.26  Chitin_bind_4     Family     1    53    53     63.8   1.6e-17   1 No_clan  
Cmed055430.1     13    390     10    391 PF01702.21  TGT               Family     3   354   355    251.3   1.7e-74   1 No_clan  
Cmed055450.1     13    392     10    393 PF00083.27  Sugar_tr          Family    47   451   452    226.2     8e-67   1 CL0015   
Cmed055470.1     31    465     29    471 PF00232.21  Glyco_hydro_1     Domain     3   422   453    473.0    8e-142   1 CL0058   
Cmed055490.1      4    186      2    189 PF00999.24  Na_H_Exchanger    Family   205   377   381    107.0     1e-30   1 CL0064   
Cmed055530.1      1    165      1    177 PF05640.17  NKAIN             Family     1   169   206    174.6   1.7e-51   1 No_clan  
Cmed055550.1     30    389     24    391 PF13347.9   MFS_2             Family    27   377   427     98.1   4.3e-28   1 CL0015   
Cmed055590.1      4    106      4    106 PF04571.17  Lipin_N           Family     1   103   103    147.1   1.5e-43   1 No_clan  
Cmed055590.1    491    577    477    577 PF16876.8   Lipin_mid         Family    25   100   100     40.5   2.2e-10   1 No_clan  
Cmed055590.1    696    872    696    873 PF08235.16  LNS2              Domain     1   177   226    271.7   4.4e-81   1 CL0137   
Cmed055610.1     12    231     11    231 PF00244.23  14-3-3            Repeat     2   222   222    365.1  1.3e-109   1 CL0020   
Cmed055670.1    106    308    106    308 PF08123.16  DOT1              Domain     1   205   205    264.0   8.5e-79   1 CL0063   
Cmed055710.1    103    149    102    171 PF11365.11  SOGA             Coiled-coil     2    48    95     31.4   3.2e-07   1 No_clan  
Cmed055730.1     38    234     38    250 PF03102.17  NeuB              Domain     1   199   241    180.8   3.1e-53   1 CL0036   
Cmed055730.1    279    315    274    316 PF03102.17  NeuB              Domain   204   240   241     22.7   6.1e-05   1 CL0036   
Cmed055750.1    162    198    151    198 PF09457.13  RBD-FIP            Motif     5    41    41     40.0     3e-10   1 No_clan  
Cmed055810.1      4    133      4    135 PF13519.9   VWA_2             Domain     1   107   108     82.7   2.8e-23   1 CL0128   
Cmed055830.1     10     96     10    104 PF07679.19  I-set             Domain     1    77    90     42.5   5.4e-11   1 CL0011   
Cmed055830.1    120    194    111    194 PF13927.9   Ig_3              Domain     8    79    79     41.6   1.5e-10   1 CL0011   
Cmed055830.1    212    300    212    305 PF07679.19  I-set             Domain     1    83    90     45.7   5.4e-12   1 CL0011   
Cmed064670.1    161    239    161    239 PF00017.27  SH2               Domain     1    77    77     46.0   4.7e-12   1 CL0541   
Cmed064670.1    260    295    260    295 PF07525.19  SOCS_box          Domain     1    38    38     35.4   1.1e-08   1 CL0642   
Cmed016460.1    146    387    145    431 PF00654.23  Voltage_CLC       Family     2   216   348    167.4   5.4e-49   1 No_clan  
Cmed016480.1    103    290    102    292 PF01762.24  Galactosyl_T      Family     2   193   195    158.5   1.9e-46   1 CL0110   
Cmed016500.1     34    231     16    241 PF00083.27  Sugar_tr          Family    41   245   452    102.1   3.4e-29   1 CL0015   
Cmed016500.1    260    350    258    351 PF00083.27  Sugar_tr          Family   361   451   452     34.8   8.9e-09   1 CL0015   
Cmed064690.1     15     70     15     72 PF00858.27  ASC               Family     1    57   445     28.6   7.3e-07   1 No_clan  
Cmed064690.1     70    159     65    190 PF00858.27  ASC               Family   145   234   445     27.3   1.9e-06   1 No_clan  
Cmed154120.1     12     83     12     85 PF07776.18  zf-AD             Domain     1    74    77     29.1   9.1e-07   1 CL0361   
Cmed154120.1    160    177    159    178 PF12874.10  zf-met            Domain     6    23    25     13.4     0.082   1 CL0361   
Cmed154120.1    302    324    302    324 PF00096.29  zf-C2H2           Domain     1    23    23     20.3   0.00058   1 CL0361   
Cmed154120.1    332    355    332    355 PF00096.29  zf-C2H2           Domain     1    23    23     18.4    0.0023   1 CL0361   
Cmed154120.1    385    407    385    407 PF00096.29  zf-C2H2           Domain     1    23    23     18.1    0.0029   1 CL0361   
Cmed154120.1    414    435    413    435 PF00096.29  zf-C2H2           Domain     2    23    23     22.0   0.00017   1 CL0361   
Cmed154120.1    441    463    441    463 PF00096.29  zf-C2H2           Domain     1    23    23     19.0    0.0015   1 CL0361   
Cmed154120.1    469    491    469    494 PF13912.9   zf-C2H2_6         Domain     2    24    27     23.4   4.8e-05   1 CL0361   
Cmed154120.1    497    519    497    519 PF00096.29  zf-C2H2           Domain     1    23    23     17.2    0.0057   1 CL0361   
Cmed154120.1    525    545    525    547 PF00096.29  zf-C2H2           Domain     1    21    23     18.7    0.0019   1 CL0361   
Cmed154120.1    553    575    553    575 PF00096.29  zf-C2H2           Domain     1    23    23     23.0   8.1e-05   1 CL0361   
Cmed024880.1    517    678    517    679 PF00078.30  RVT_1             Domain     1   220   222     58.5   7.2e-16   1 CL0027   
Cmed042160.1      2    193      1    193 PF00083.27  Sugar_tr          Family   260   452   452    180.9   4.4e-53   1 CL0015   
Cmed131470.1      2     74      1     77 PF01205.22  UPF0029           Family    16    86   108     63.1   2.6e-17   1 CL0329   
Cmed003590.1     43    164     43    164 PF10568.12  Tom37             Family     1   125   125     94.5   6.3e-27   1 CL0172   
Cmed003590.1    189    250    188    250 PF17171.7   GST_C_6           Domain     2    64    64     68.7   3.1e-19   1 CL0497   
Cmed003610.1     53    237     51    237 PF00227.29  Proteasome        Domain     3   190   190     91.2   6.1e-26   1 CL0052   
Cmed042200.1      6    159      6    160 PF08694.14  UFC1              Domain     1   154   155    283.9   2.7e-85   1 CL0208   
Cmed042220.1     49    319     49    319 PF07993.15  NAD_binding_4     Family     1   257   257    254.4     1e-75   1 CL0063   
Cmed055840.1    100    156    100    156 PF00046.32  Homeodomain       Domain     1    57    57     78.5   2.6e-22   1 CL0123   
Cmed055900.1     50    181     50    182 PF00782.23  DSPc              Domain     1   132   133    111.9     2e-32   1 CL0031   
Cmed055920.1     25    109     23    110 PF00041.24  fn3               Domain     3    83    85     47.7   1.6e-12   1 CL0159   
Cmed055920.1    127    211    127    211 PF00041.24  fn3               Domain     1    85    85     61.8   6.5e-17   1 CL0159   
Cmed055920.1    231    316    226    316 PF07679.19  I-set             Domain     5    90    90     43.1   3.6e-11   1 CL0011   
Cmed055920.1    323    403    321    404 PF00041.24  fn3               Domain     3    83    85     55.2   7.2e-15   1 CL0159   
Cmed055920.1    423    504    421    505 PF00041.24  fn3               Domain     3    84    85     49.4   4.6e-13   1 CL0159   
Cmed055920.1    527    610    520    610 PF07679.19  I-set             Domain     7    90    90     48.0   1.1e-12   1 CL0011   
Cmed055920.1    619    699    615    700 PF00041.24  fn3               Domain     4    83    85     45.1   1.1e-11   1 CL0159   
Cmed055920.1    718    802    717    802 PF00041.24  fn3               Domain     2    85    85     44.5   1.6e-11   1 CL0159   
Cmed055920.1    880    961    879    962 PF00041.24  fn3               Domain     2    83    85     52.8   4.2e-14   1 CL0159   
Cmed055920.1    987   1064    979   1064 PF00041.24  fn3               Domain     9    85    85     49.4   4.8e-13   1 CL0159   
Cmed055920.1   1080   1169   1079   1169 PF07679.19  I-set             Domain     2    90    90     68.6   4.1e-19   1 CL0011   
Cmed055920.1   1178   1256   1174   1257 PF00041.24  fn3               Domain     4    83    85     50.6     2e-13   1 CL0159   
Cmed055920.1   1274   1359   1274   1359 PF00041.24  fn3               Domain     1    85    85     58.3   7.7e-16   1 CL0159   
Cmed055940.1     64    141     56    141 PF07679.19  I-set             Domain    13    90    90     56.7     2e-15   1 CL0011   
Cmed055940.1    146    229    146    229 PF00041.24  fn3               Domain     1    85    85     52.7   4.4e-14   1 CL0159   
Cmed055940.1    298    553    298    553 PF00069.28  Pkinase           Domain     1   264   264    231.2   1.4e-68   1 CL0016   
Cmed055940.1    622    711    622    711 PF07679.19  I-set             Domain     1    90    90     62.8   2.5e-17   1 CL0011   
Cmed055940.1    745    833    745    833 PF07679.19  I-set             Domain     1    90    90     60.4   1.4e-16   1 CL0011   
Cmed055940.1    939   1025    935   1025 PF07679.19  I-set             Domain     5    90    90     69.4   2.3e-19   1 CL0011   
Cmed055940.1   1047   1136   1047   1136 PF07679.19  I-set             Domain     1    90    90     69.6     2e-19   1 CL0011   
Cmed055940.1   1152   1236   1146   1236 PF07679.19  I-set             Domain     7    90    90     37.9   1.5e-09   1 CL0011   
Cmed003620.1     95    120     84    121 PF00400.35  WD40              Repeat    12    35    38     14.9      0.04   1 CL0186   
Cmed003620.1    146    172    136    173 PF00400.35  WD40              Repeat    11    37    38     16.6     0.012   1 CL0186   
Cmed003620.1    383    415    376    415 PF00400.35  WD40              Repeat     7    38    38     29.5   9.6e-07   1 CL0186   
Cmed003620.1    421    457    419    457 PF00400.35  WD40              Repeat     3    38    38     22.7   0.00014   1 CL0186   
Cmed003620.1    505    545    505    545 PF00400.35  WD40              Repeat     1    38    38     30.1   6.2e-07   1 CL0186   
Cmed003620.1    754    852    754    853 PF04003.15  Utp12             Family     1   106   107     66.6   2.2e-18   1 No_clan  
Cmed003640.1    207    323    189    323 PF02544.19  Steroid_dh        Family    40   150   150     57.6   1.5e-15   1 CL0115   
Cmed064710.1    189    257    180    259 PF00567.27  TUDOR             Domain    51   120   122     29.4   7.2e-07   1 CL0049   
Cmed064710.1    288    369    279    374 PF00567.27  TUDOR             Domain    38   115   122     37.6   2.1e-09   1 CL0049   
Cmed064730.1      5     52      5     55 PF12937.10  F-box-like        Domain     1    45    48     37.7   1.5e-09   1 CL0271   
Cmed055970.1     82    173     81    174 PF03131.20  bZIP_Maf         Coiled-coil     2    91    92     72.1   4.6e-20   1 CL0018   
Cmed060820.1    101    194    100    194 PF18701.4   DUF5641           Domain     2    94    94    117.8     2e-34   1 No_clan  
Cmed148080.1     49    105     48    105 PF08068.15  DKCLD             Domain     2    58    58    106.2   6.9e-31   1 CL0649   
Cmed148080.1    109    192    109    202 PF01509.21  TruB_N            Family     1   101   149     68.9   6.7e-19   1 CL0649   
Cmed148080.1    259    332    259    332 PF01472.23  PUA               Family     1    74    74     69.6   1.7e-19   1 CL0178   
Cmed148100.1      2     54      1     55 PF05826.15  Phospholip_A2_2   Domain    44    96    97     62.3   3.9e-17   1 CL0629   
Cmed127410.1     31    160     14    255 PF03372.26  Exo_endo_phos     Domain    27   173   237     37.9   1.5e-09   1 CL0530   
Cmed127410.1    462    580    452    580 PF00078.30  RVT_1             Domain   129   222   222     55.8   4.7e-15   1 CL0027   
Cmed118750.1     50     74     49     76 PF13912.9   zf-C2H2_6         Domain     2    25    27     18.1    0.0021   1 CL0361   
Cmed118750.1     81    104     81    104 PF13894.9   zf-C2H2_4         Domain     1    24    24     23.2   8.2e-05   1 CL0361   
Cmed118750.1    138    162    138    162 PF00096.29  zf-C2H2           Domain     1    23    23     16.4      0.01   1 CL0361   
Cmed118750.1    169    191    168    191 PF13894.9   zf-C2H2_4         Domain     2    24    24     20.2   0.00076   1 CL0361   
Cmed118770.1    140    306    138    310 PF01040.21  UbiA              Family     3   165   251    123.2   1.2e-35   1 CL0613   
Cmed056050.1     15    124     14    125 PF01395.25  PBP_GOBP          Domain     2   111   112     85.6   2.7e-24   1 No_clan  
Cmed056070.1      3    109      2    125 PF16972.8   TipE              Family     2   109   486    177.7   5.2e-52   1 No_clan  
Cmed056070.1    143    278    122    280 PF16972.8   TipE              Family   216   348   486    226.0   1.2e-66   1 No_clan  
Cmed035010.1    136    227    132    232 PF07686.20  V-set             Domain     5   103   109     39.8   4.4e-10   1 CL0011   
Cmed035010.1    252    321    244    322 PF13927.9   Ig_3              Domain    15    77    79     32.9   7.7e-08   1 CL0011   
Cmed029620.1    179    234    179    236 PF17921.4   Integrase_H2C2    Domain     1    56    58     58.9     4e-16   1 CL0361   
Cmed029640.1    532    664    531    668 PF14223.9   Retrotran_gag_2   Family     2   134   138     91.4   4.2e-26   1 CL0523   
Cmed082230.1    266    373    264    373 PF18149.4   Helicase_PWI      Domain     3   111   111    127.9   2.1e-37   1 No_clan  
Cmed082230.1    699    814    698    842 PF00270.32  DEAD              Domain     2   113   176     58.9   5.7e-16   1 CL0023   
Cmed107840.1     57    189     57    192 PF00106.28  adh_short         Domain     1   132   195     86.0   2.3e-24   1 CL0063   
Cmed107840.1    194    259    194    259 PF08156.16  NOP5NT            Domain     1    64    64     72.4   3.2e-20   1 No_clan  
Cmed107840.1    365    597    365    598 PF01798.21  Nop               Family     1   231   232    272.2   3.4e-81   1 No_clan  
Cmed056120.1      6     42      6     42 PF08557.13  Lipid_DES         Domain     1    37    37     75.6   1.6e-21   1 No_clan  
Cmed056120.1     67    269     63    283 PF00487.27  FA_desaturase     Domain     3   228   254     71.4   1.1e-19   1 CL0713   
Cmed074920.1    133    457    133    476 PF13843.9   DDE_Tnp_1_7       Domain     1   314   350    219.4     9e-65   1 CL0219   
Cmed000760.1     95    405     90    405 PF03148.17  Tektin            Family    73   383   383    353.5  1.3e-105   1 No_clan  
Cmed000780.1     55    146     54    146 PF04777.16  Evr1_Alr          Family     2    97    97    110.4   4.3e-32   1 No_clan  
Cmed000820.1     13    109     11    111 PF00169.32  PH                Domain     4   103   105     30.7   3.7e-07   1 CL0266   
Cmed000840.1    153    178    153    178 PF10283.12  zf-CCHH           Domain     1    26    26     50.6   1.5e-13   1 No_clan  
Cmed000860.1     50     82     45     83 PF00400.35  WD40              Repeat     6    37    38     12.1      0.31   1 CL0186   
Cmed000860.1    144    173    136    174 PF00400.35  WD40              Repeat    12    37    38     18.1     0.004   1 CL0186   
Cmed000880.1    101    142     95    142 PF00400.35  WD40              Repeat     7    38    38     19.1    0.0019   1 CL0186   
Cmed118800.1    282    302    279    303 PF13202.9   EF-hand_5         Domain     4    24    25     15.3     0.011   1 CL0220   
Cmed118800.1    818    886    715    887 PF06337.15  DUSP              Domain    32    92    93     42.6   7.7e-11   1 No_clan  
Cmed118820.1      1     44      1     48 PF07576.15  BRAP2             Family    50    92    99     27.0   4.2e-06   1 CL0221   
Cmed118820.1     58     99     57     99 PF13639.9   zf-RING_2         Domain     2    44    44     34.9   1.6e-08   1 CL0229   
Cmed118820.1    112    191     95    199 PF02148.22  zf-UBP            Domain     1    56    64     63.0   2.7e-17   1 CL0229   
Cmed118840.1      9     62      2     63 PF05199.16  GMC_oxred_C       Domain    66   118   145     38.9   1.2e-09   1 No_clan  
Cmed118860.1    104    245     98    245 PF00650.23  CRAL_TRIO         Domain     9   156   156     56.5   2.9e-15   1 CL0512   
Cmed077710.1    179    234    179    236 PF17921.4   Integrase_H2C2    Domain     1    56    58     60.1   1.7e-16   1 CL0361   
Cmed077710.1    251    346    250    347 PF00665.29  rve               Domain     2   101   102     33.4   4.4e-08   1 CL0219   
Cmed107850.1     60    162     58    162 PF07679.19  I-set             Domain     3    90    90     45.7   5.7e-12   1 CL0011   
Cmed107870.1     66    210     66    212 PF00004.32  AAA               Domain     1   130   132     97.0   1.3e-27   1 CL0023   
Cmed107910.1     44    185     43    186 PF01553.24  Acyltransferase   Family     2   134   135     99.9   9.2e-29   1 CL0228   
Cmed107930.1     26    138     20    140 PF01395.25  PBP_GOBP          Domain     7   110   112     51.9   7.9e-14   1 No_clan  
Cmed107950.1     22    140     21    141 PF01395.25  PBP_GOBP          Domain     2   111   112     60.1   2.3e-16   1 No_clan  
Cmed107970.1     21    135     19    136 PF01395.25  PBP_GOBP          Domain     3   111   112     53.2   3.3e-14   1 No_clan  
Cmed108010.1      2    275      1    276 PF00732.22  GMC_oxred_N       Domain    27   295   296    204.0   3.5e-60   1 CL0063   
Cmed108010.1    359    506    359    506 PF05199.16  GMC_oxred_C       Domain     1   145   145    110.2   1.3e-31   1 No_clan  
Cmed108030.1     54    109     54    109 PF00379.26  Chitin_bind_4     Family     1    53    53     66.8   1.9e-18   1 No_clan  
Cmed108090.1     14    207     13    207 PF11718.11  CPSF73-100_C      Domain     2   217   217    150.1   7.1e-44   1 No_clan  
Cmed077760.1     25     58     23     60 PF00400.35  WD40              Repeat     4    36    38     20.6   0.00065   1 CL0186   
Cmed077760.1     72    105     67    105 PF00400.35  WD40              Repeat     7    38    38     19.8    0.0012   1 CL0186   
Cmed077760.1    106    220     92    225 PF08662.14  eIF2A             Repeat    47   162   194     27.0   3.9e-06   1 CL0186   
Cmed077780.1    135    204     48    205 PF04427.21  Brix              Domain   107   190   191     40.2   4.3e-10   1 CL0458   
Cmed024890.1     11    139     10    140 PF02931.26  Neur_chan_LBD     Family     2   131   217    157.5   3.4e-46   1 No_clan  
Cmed024890.1    137    200    137    200 PF02931.26  Neur_chan_LBD     Family   153   217   217     35.6   6.8e-09   1 No_clan  
Cmed024890.1    207    474    207    475 PF02932.19  Neur_chan_memb    Family     1   237   238    263.4   2.8e-78   1 No_clan  
