# pfam_scan.pl,  run at Thu Jul  7 07:19:16 2022
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jaina@ebi.ac.uk), 
#          Rob Finn (rdf@ebi.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/huangbiaosheng/Lepidoptera/D/Hyposmocoma_kahamanoa.anno.pep.fa
#        searching against: /home/huangbiaosheng/PfamScan/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

Hkah000002.1     40    253     31    254 PF09749.12  HVSL              Family     9   242   243    186.1   7.4e-55   1 CL0247   
Hkah000020.1    218    268    218    269 PF13193.9   AMP-binding_C     Domain     1    51    76     30.1   8.1e-07   1 CL0531   
Hkah000021.1      5     91      1     91 PF05380.16  Peptidase_A17     Family    76   163   163     89.8   2.1e-25   1 No_clan  
Hkah000021.1    625    716    624    717 PF18701.4   DUF5641           Domain     2    93    94     76.7   1.3e-21   1 No_clan  
Hkah000022.1    294    429    294    435 PF03564.18  DUF1759           Family     1   140   148     39.4   5.8e-10   1 CL0523   
Hkah000022.1    600    753    600    761 PF05585.15  DUF1758           Family     1   156   164     30.3   3.4e-07   1 CL0129   
Hkah000022.1   1120   1174   1120   1178 PF05380.16  Peptidase_A17     Family     1    55   163     51.0   1.8e-13   1 No_clan  
Hkah000054.1     49     96     40     96 PF01607.27  CBM_14            Domain     8    53    53     38.3   1.2e-09   1 CL0155   
Hkah000054.1    148    196    140    196 PF01607.27  CBM_14            Domain     7    53    53     33.0   5.4e-08   1 CL0155   
Hkah000054.1    243    291    235    291 PF01607.27  CBM_14            Domain     7    53    53     36.7   3.7e-09   1 CL0155   
Hkah000054.1    336    383    327    383 PF01607.27  CBM_14            Domain     8    53    53     41.8   9.8e-11   1 CL0155   
Hkah000054.1    450    494    445    494 PF01607.27  CBM_14            Domain     8    53    53     42.5   5.8e-11   1 CL0155   
Hkah000032.1    942    974    942    981 PF07645.18  EGF_CA            Domain     1    32    42     32.5   7.9e-08   1 CL0001   
Hkah000031.1     11    282      9    284 PF00248.24  Aldo_ket_red      Domain     3   290   292    190.2   4.4e-56   1 No_clan  
Hkah000045.1     24     66     23     67 PF12937.10  F-box-like        Domain     3    46    48     46.8   2.1e-12   1 CL0271   
Hkah000045.1    165    188    164    188 PF13516.9   LRR_6             Repeat     2    24    24     17.1    0.0045   1 CL0022   
Hkah000045.1    216    239    216    240 PF13516.9   LRR_6             Repeat     1    23    24     13.1     0.086   1 CL0022   
Hkah000045.1    318    340    317    341 PF13516.9   LRR_6             Repeat     2    23    24      9.1       1.6   1 CL0022   
Hkah000053.1     48    136     48    136 PF17064.8   QVR               Domain     1    85    85     45.0   1.6e-11   1 CL0117   
Hkah000037.1      6     57      5     63 PF05347.18  Complex1_LYR      Family     2    53    59     61.8   5.1e-17   1 CL0491   
Hkah000039.1     28    222     27    222 PF07294.14  Fibroin_P25       Family     2   196   196    238.7     6e-71   1 No_clan  
Hkah000049.1     66    208     44    219 PF12348.11  CLASP_N           Repeat    70   217   227     56.1   4.1e-15   1 CL0020   
Hkah000050.1     47    236     36    237 PF00078.30  RVT_1             Domain    58   221   222    102.4   2.7e-29   1 CL0027   
Hkah000036.1    379    475    375    475 PF00077.23  RVP               Domain     7   100   101     21.2    0.0003   1 CL0129   
Hkah000044.1      2    161      1    162 PF03388.16  Lectin_leg-like   Domain    67   229   230    202.7   5.7e-60   1 CL0004   
Hkah000048.1     12    135     12    135 PF08913.13  VBS               Domain     1   125   125    114.2   5.9e-33   1 CL0705   
Hkah000040.1      4     86      4     86 PF16511.8   FERM_f0           Domain     1    82    82    114.5   2.2e-33   1 CL0072   
Hkah000040.1    211    323    210    323 PF00373.21  FERM_M            Domain     2   116   116     79.4   2.8e-22   1 CL0632   
Hkah000040.1    339    407    320    411 PF02174.20  IRS               Domain    25    96   100     23.2   5.2e-05   1 CL0266   
Hkah000040.1    514    612    514    617 PF09141.13  Talin_middle      Domain     1   100   161    119.7   1.3e-34   1 CL0705   
Hkah000046.1     67    275     60    275 PF00089.29  Trypsin           Domain    10   221   221     61.0   1.5e-16   1 CL0124   
Hkah000041.1     93    302     87    302 PF00089.29  Trypsin           Domain     9   221   221     53.5   3.1e-14   1 CL0124   
Hkah000030.1     58    315     37    317 PF00248.24  Aldo_ket_red      Domain    16   290   292    167.7   3.3e-49   1 No_clan  
Hkah000035.1     34    432     33    433 PF04100.15  Vps53_N           Family     2   377   378    403.8  7.6e-121   1 CL0295   
Hkah000034.1    127    349    127    350 PF00535.29  Glycos_transf_2   Family     1   169   170     85.0   5.6e-24   1 CL0110   
Hkah000078.1    803    852    803    861 PF13915.9   DUF4210           Domain     1    58    73     42.5   7.2e-11   1 No_clan  
Hkah000078.1    931    969    931    984 PF13889.9   Chromosome_seg    Family     1    40    55     50.6   1.7e-13   1 No_clan  
Hkah000072.1     30    109     24    110 PF15868.8   MBF2              Family     8    89    90     58.8     6e-16   1 No_clan  
Hkah000060.1    239    320    238    321 PF03366.19  YEATS             Domain     2    81    82     73.0   1.6e-20   1 CL0154   
Hkah000066.1     93    196     93    196 PF16017.8   BTB_3             Domain     1   106   106    166.8   1.1e-49   1 CL0033   
Hkah000088.1    342    397    342    416 PF00004.32  AAA               Domain     1    56   132     51.2   1.8e-13   1 CL0023   
Hkah000088.1    394    525    390    525 PF01434.21  Peptidase_M41     Domain    55   191   191    137.5   5.2e-40   1 CL0126   
Hkah000073.1      6    165      6    165 PF17835.4   NOG1_N            Domain     1   160   160    184.2   1.8e-54   1 CL0669   
Hkah000073.1    236    292    235    292 PF06858.17  NOG1              Family     2    58    58     95.9   9.2e-28   1 CL0023   
Hkah000073.1    412    463    412    463 PF08155.14  NOGCT             Domain     1    54    54     69.0   2.7e-19   1 No_clan  
Hkah000069.1    102    243    102    245 PF13679.9   Methyltransf_32   Domain     1   155   158    104.0     8e-30   1 CL0063   
Hkah000082.1     89    180     86    215 PF00675.23  Peptidase_M16     Family    19   107   149     22.7   8.2e-05   1 CL0094   
Hkah000082.1    245    429    245    433 PF05193.24  Peptidase_M16_C   Domain     1   178   183     61.2   1.4e-16   1 CL0094   
Hkah000082.1    505    751    505    752 PF08367.14  M16C_assoc        Family     1   250   251    215.0     1e-63   1 CL0094   
Hkah000083.1      8     79      8     84 PF07776.18  zf-AD             Domain     1    72    77     29.8   5.8e-07   1 CL0361   
Hkah000083.1    168    190    166    190 PF13912.9   zf-C2H2_6         Domain     4    26    27     15.7     0.012   1 CL0361   
Hkah000083.1    292    313    291    313 PF00096.29  zf-C2H2           Domain     2    23    23     21.0   0.00035   1 CL0361   
Hkah000083.1    349    371    349    371 PF00096.29  zf-C2H2           Domain     1    23    23     20.2   0.00062   1 CL0361   
Hkah000083.1    377    399    377    399 PF00096.29  zf-C2H2           Domain     1    23    23     16.1     0.013   1 CL0361   
Hkah000083.1    433    456    433    456 PF00096.29  zf-C2H2           Domain     1    23    23     21.3   0.00027   1 CL0361   
Hkah000061.1      9     85      9     87 PF07776.18  zf-AD             Domain     1    75    77     35.6   9.1e-09   1 CL0361   
Hkah000061.1    342    363    341    363 PF00096.29  zf-C2H2           Domain     2    23    23     18.1    0.0029   1 CL0361   
Hkah000061.1    371    393    371    393 PF00096.29  zf-C2H2           Domain     1    23    23     23.3   6.3e-05   1 CL0361   
Hkah000061.1    427    449    427    449 PF00096.29  zf-C2H2           Domain     1    23    23     18.6    0.0019   1 CL0361   
Hkah000061.1    483    506    483    506 PF00096.29  zf-C2H2           Domain     1    23    23     24.9     2e-05   1 CL0361   
Hkah000086.1    491    512    491    512 PF00096.29  zf-C2H2           Domain     2    23    23     18.3    0.0026   1 CL0361   
Hkah000086.1    574    597    574    597 PF00096.29  zf-C2H2           Domain     1    23    23     18.0     0.003   1 CL0361   
Hkah000085.1    109    275    109    275 PF13359.9   DDE_Tnp_4         Domain     1   158   158    110.5   6.4e-32   1 CL0219   
Hkah000080.1    465    484    465    485 PF00096.29  zf-C2H2           Domain     2    21    23     16.5     0.009   1 CL0361   
Hkah000080.1    501    522    500    522 PF00096.29  zf-C2H2           Domain     2    23    23     19.3    0.0012   1 CL0361   
Hkah000080.1    557    579    557    579 PF00096.29  zf-C2H2           Domain     1    23    23     17.3    0.0053   1 CL0361   
Hkah000080.1    585    607    585    607 PF00096.29  zf-C2H2           Domain     1    23    23     20.2   0.00061   1 CL0361   
Hkah000090.1    267    289    267    289 PF00096.29  zf-C2H2           Domain     1    23    23     16.7    0.0083   1 CL0361   
Hkah000090.1    519    541    519    541 PF00096.29  zf-C2H2           Domain     1    23    23     18.9    0.0016   1 CL0361   
Hkah000090.1    547    568    546    569 PF13894.9   zf-C2H2_4         Domain     2    23    24     22.0    0.0002   1 CL0361   
Hkah000071.1     91    460     91    461 PF00282.22  Pyridoxal_deC     Domain     1   374   375    451.9  1.5e-135   1 CL0061   
Hkah000065.1     62    173     60    176 PF11029.11  DAZAP2            Family     4   112   133     33.6   6.6e-08   1 No_clan  
Hkah000058.1     17     94     16     94 PF13927.9   Ig_3              Domain     4    78    79     34.8   1.9e-08   1 CL0011   
Hkah000058.1    246    335    246    335 PF07679.19  I-set             Domain     1    90    90     59.2   3.3e-16   1 CL0011   
Hkah000058.1    352    427    340    427 PF07679.19  I-set             Domain    13    90    90     46.6     3e-12   1 CL0011   
Hkah000058.1    533    615    532    615 PF00041.24  fn3               Domain     2    85    85     49.8   3.5e-13   1 CL0159   
Hkah000058.1    631    710    630    715 PF00041.24  fn3               Domain     2    79    85     41.5   1.4e-10   1 CL0159   
Hkah000074.1     53    176     52    181 PF01762.24  Galactosyl_T      Family     2   141   195     57.4   1.8e-15   1 CL0110   
Hkah000089.1     88    204     82    206 PF00078.30  RVT_1             Domain     5   115   222     55.7   5.4e-15   1 CL0027   
Hkah000093.1     28     89     21     90 PF02798.23  GST_N             Domain     8    75    76     39.5   5.6e-10   1 CL0172   
Hkah000094.1     55    291     53    291 PF07690.19  MFS_1             Family   131   353   353     78.3   5.3e-22   1 CL0015   
Hkah000095.1     89    208     87    208 PF14529.9   Exo_endo_phos_2   Domain     3   119   119     80.2   1.1e-22   1 CL0530   
Hkah000096.1      6    612      6    612 PF00012.23  HSP70             Family     1   599   599    879.9  7.7e-265   1 CL0108   
Hkah000099.1     10    194      9    195 PF13358.9   DDE_3             Domain     2   130   146     39.4   5.3e-10   1 CL0219   
Hkah000506.1    233    307    229    307 PF08150.15  FerB              Domain     5    76    76     65.0   7.8e-18   1 No_clan  
Hkah000506.1    345    454    341    455 PF00168.33  C2                Domain     5   102   103     17.3    0.0049   1 CL0154   
Hkah000506.1    820    910    818    927 PF00168.33  C2                Domain     3    91   103     52.2   6.6e-14   1 CL0154   
Hkah000526.1     50    135     48    141 PF12796.10  Ank_2             Repeat     3    77    83     41.8   1.3e-10   1 CL0465   
Hkah000526.1    179    232    179    233 PF13637.9   Ank_4             Repeat     1    54    55     25.2   1.9e-05   1 CL0465   
Hkah000526.1    292    388    291    388 PF12796.10  Ank_2             Repeat     2    83    83     44.5   1.9e-11   1 CL0465   
Hkah000526.1    435    466    434    466 PF00023.33  Ank               Repeat     2    33    33     26.1   8.4e-06   1 CL0465   
Hkah000526.1    472    555    472    563 PF12796.10  Ank_2             Repeat     1    72    83     49.1   6.9e-13   1 CL0465   
Hkah000526.1    569    593    569    602 PF00023.33  Ank               Repeat     1    25    33     22.3   0.00014   1 CL0465   
Hkah000526.1    771   1025    739   1026 PF00520.34  Ion_trans         Family    27   244   245     47.1   1.9e-12   1 CL0030   
Hkah000471.1     45    216     44    217 PF01145.28  Band_7            Family     2   179   180    109.1   2.7e-31   1 CL0433   
Hkah000205.1    118    345    118    346 PF07766.16  LETM1_RBD         Domain     1   228   229    167.1   4.9e-49   1 CL0306   
Hkah000351.1     48     98     47     98 PF00090.22  TSP_1             Domain     2    49    49     27.8   2.3e-06   1 CL0692   
Hkah000351.1    177    227    177    227 PF00090.22  TSP_1             Domain     1    49    49     31.2     2e-07   1 CL0692   
Hkah000351.1    242    296    242    296 PF00090.22  TSP_1             Domain     1    49    49     38.6   9.8e-10   1 CL0692   
Hkah000351.1    303    353    303    353 PF00090.22  TSP_1             Domain     1    49    49     36.8   3.5e-09   1 CL0692   
Hkah000351.1    562    724    562    725 PF02210.27  Laminin_G_2       Domain     1   125   126     32.3   1.4e-07   1 CL0004   
Hkah000279.1      9     65      9     69 PF04193.17  PQ-loop           Repeat     1    57    61     35.6   6.2e-09   1 CL0141   
Hkah000430.1     49    281     48    285 PF00001.24  7tm_1             Family     2   260   264     43.9   1.9e-11   1 CL0192   
Hkah000179.1     24     80     24     80 PF00084.23  Sushi             Domain     1    56    56     32.5   9.6e-08   1 CL0001   
Hkah000179.1    257    369    255    370 PF00059.24  Lectin_C          Domain     3   108   109     48.9   9.9e-13   1 CL0056   
Hkah000179.1    375    428    375    428 PF00084.23  Sushi             Domain     1    56    56     36.4   5.8e-09   1 CL0001   
Hkah000179.1    433    488    433    488 PF00084.23  Sushi             Domain     1    56    56     33.8   3.7e-08   1 CL0001   
Hkah000179.1    493    546    493    546 PF00084.23  Sushi             Domain     1    56    56     29.2   1.1e-06   1 CL0001   
Hkah000179.1    551    606    551    606 PF00084.23  Sushi             Domain     1    56    56     37.4   2.9e-09   1 CL0001   
Hkah000179.1    611    664    611    664 PF00084.23  Sushi             Domain     1    56    56     41.9   1.1e-10   1 CL0001   
Hkah000179.1    669    724    669    724 PF00084.23  Sushi             Domain     1    56    56     37.3   3.2e-09   1 CL0001   
Hkah000179.1    758    803    751    803 PF00084.23  Sushi             Domain    12    56    56     40.9   2.4e-10   1 CL0001   
Hkah000179.1    808    863    808    863 PF00084.23  Sushi             Domain     1    56    56     43.4   3.9e-11   1 CL0001   
Hkah000179.1    868    925    868    925 PF00084.23  Sushi             Domain     1    56    56     33.5   4.7e-08   1 CL0001   
Hkah000179.1    930    985    930    985 PF00084.23  Sushi             Domain     1    56    56     46.8   3.3e-12   1 CL0001   
Hkah000405.1      9    121      7    122 PF06464.14  DMAP_binding      Domain     3   110   111     87.8     9e-25   1 CL0660   
Hkah000405.1    399    816    342    819 PF00501.31  AMP-binding       Family    43   421   424    105.8   2.1e-30   1 CL0378   
Hkah000405.1    996   1441    995   1447 PF00501.31  AMP-binding       Family     2   406   424    193.0   7.3e-57   1 CL0378   
Hkah000389.1     36     63     35     63 PF16622.8   zf-C2H2_11        Domain     2    29    29     20.1   0.00043   1 CL0361   
Hkah000389.1     95    116     94    116 PF00096.29  zf-C2H2           Domain     3    23    23     16.7    0.0081   1 CL0361   
Hkah000389.1    180    202    179    202 PF00096.29  zf-C2H2           Domain     2    23    23     21.5   0.00025   1 CL0361   
Hkah000170.1    443    545    441    550 PF00169.32  PH                Domain     3   100   105     46.2   5.6e-12   1 CL0266   
Hkah000170.1    564    664    561    666 PF00169.32  PH                Domain     4   103   105     28.4   1.9e-06   1 CL0266   
Hkah000170.1    683    828    683    830 PF00620.30  RhoGAP            Domain     1   146   149    126.5   7.7e-37   1 CL0409   
Hkah000196.1    233    790    231    790 PF08385.15  DHC_N1            Family     3   562   562    425.5  3.5e-127   1 No_clan  
Hkah000196.1   1392   1797   1392   1797 PF08393.16  DHC_N2            Family     1   399   399    417.4  6.7e-125   1 No_clan  
Hkah000196.1   1932   2259   1932   2259 PF12774.10  AAA_6             Domain     1   327   327    477.4    2e-143   1 CL0023   
Hkah000196.1   2414   2561   2414   2561 PF17852.4   Dynein_AAA_lid    Domain     1   130   130     67.5   1.3e-18   1 No_clan  
Hkah000196.1   2573   2748   2568   2749 PF12775.10  AAA_7             Domain     6   180   181    208.6   5.5e-62   1 CL0023   
Hkah000196.1   2797   2863   2784   2872 PF17857.4   AAA_lid_1         Domain    15    81   100     47.5   1.9e-12   1 CL0671   
Hkah000196.1   2941   3203   2941   3203 PF12780.10  AAA_8             Domain     1   259   259    303.6   1.1e-90   1 CL0023   
Hkah000196.1   3217   3561   3216   3565 PF12777.10  MT                Domain     2   340   344    136.8   9.2e-40   1 No_clan  
Hkah000196.1   3590   3810   3589   3810 PF12781.10  AAA_9             Domain     2   222   222    276.2   1.4e-82   1 CL0023   
Hkah000196.1   4056   4165   4055   4165 PF03028.18  Dynein_heavy      Domain     2   115   115    114.1   3.7e-33   1 CL0023   
Hkah000196.1   4196   4335   4196   4335 PF18198.4   AAA_lid_11        Domain     1   139   139    178.0   1.2e-52   1 CL0671   
Hkah000196.1   4342   4637   4341   4637 PF18199.4   Dynein_C          Domain     2   309   309    307.3   1.2e-91   1 No_clan  
Hkah000186.1     20    113     17    115 PF00153.30  Mito_carr         Repeat     4    94    97     84.4   4.1e-24   1 No_clan  
Hkah000186.1    126    214    123    217 PF00153.30  Mito_carr         Repeat     5    93    97     82.4   1.8e-23   1 No_clan  
Hkah000186.1    226    310    219    310 PF00153.30  Mito_carr         Repeat     9    93    97     55.3   5.2e-15   1 No_clan  
Hkah000339.1    100    257     99    257 PF00005.30  ABC_tran          Domain     2   137   137     78.0     1e-21   1 CL0023   
Hkah000339.1    296    372    296    383 PF12848.10  ABC_tran_Xtn      Domain     1    76    85     78.8   2.5e-22   1 CL0023   
Hkah000339.1    413    545    413    545 PF00005.30  ABC_tran          Domain     1   137   137     78.6   6.8e-22   1 CL0023   
Hkah000480.1     59    145     57    147 PF00153.30  Mito_carr         Repeat     3    95    97     85.0   2.7e-24   1 No_clan  
Hkah000480.1    153    239    151    242 PF00153.30  Mito_carr         Repeat     4    94    97     86.6   8.5e-25   1 No_clan  
Hkah000480.1    251    338    247    341 PF00153.30  Mito_carr         Repeat     5    93    97     78.9   2.2e-22   1 No_clan  
Hkah000552.1     17    173     17    174 PF00071.25  Ras               Domain     1   161   162     90.6   8.6e-26   1 CL0023   
Hkah000560.1    201    489    200    489 PF06814.16  Lung_7-TM_R       Family     2   295   295    266.2   3.8e-79   1 CL0192   
Hkah000211.1    245    358    243    467 PF00561.23  Abhydrolase_1     Domain     3   117   257     30.0   4.2e-07   1 CL0028   
Hkah000190.1     20    167     18    169 PF00160.24  Pro_isomerase     Domain     3   156   158    176.8   3.8e-52   1 CL0475   
Hkah000367.1    173    306    173    307 PF13716.9   CRAL_TRIO_2       Domain     1   138   139    134.1     4e-39   1 CL0512   
Hkah000367.1    368    512    368    513 PF00620.30  RhoGAP            Domain     1   148   149    127.8   3.2e-37   1 CL0409   
Hkah000546.1     88    197     18    198 PF10513.12  EPL1              Family    87   173   174     48.8   1.1e-12   1 No_clan  
Hkah000546.1    235    267    234    268 PF13831.9   PHD_2             Family     2    35    36     45.4   4.3e-12   1 CL0390   
Hkah000546.1    274    388    273    388 PF13832.9   zf-HC5HC2H_2      Domain     2   109   109    103.5     7e-30   1 CL0390   
Hkah000220.1      2     52      1     53 PF02709.17  Glyco_transf_7C   Family    27    77    78     55.8     3e-15   1 CL0110   
Hkah000176.1     21    105     21    106 PF00611.26  FCH               Family     1    78    79     53.1   3.3e-14   1 CL0145   
Hkah000176.1    545    592    545    592 PF00018.31  SH3_1             Domain     1    48    48     44.1   1.2e-11   1 CL0010   
Hkah000176.1    668    720    668    720 PF14604.9   SH3_9             Domain     1    49    49     44.3   1.4e-11   1 CL0010   
Hkah000180.1    283    523    282    524 PF03109.19  ABC1              Domain     2   243   244    233.1   2.8e-69   1 CL0016   
Hkah000483.1   3192   3321   3187   3321 PF00078.30  RVT_1             Domain     5   136   222     54.6   1.1e-14   1 CL0027   
Hkah000255.1     22     78     22     78 PF00084.23  Sushi             Domain     1    56    56     33.7     4e-08   1 CL0001   
Hkah000255.1    256    362    255    363 PF00059.24  Lectin_C          Domain     2   108   109     48.6   1.2e-12   1 CL0056   
Hkah000255.1    368    421    368    421 PF00084.23  Sushi             Domain     1    56    56     39.7   5.4e-10   1 CL0001   
Hkah000255.1    426    481    426    481 PF00084.23  Sushi             Domain     1    56    56     44.6   1.6e-11   1 CL0001   
Hkah000255.1    486    541    486    541 PF00084.23  Sushi             Domain     1    56    56     41.5   1.5e-10   1 CL0001   
Hkah000231.1     95    127     94    132 PF00890.27  FAD_binding_2     Family     2    34   417     23.7   2.4e-05   1 CL0063   
Hkah000231.1   1237   1290   1237   1292 PF00412.25  LIM               Domain     1    53    58     32.2     1e-07   1 CL0167   
Hkah000278.1     13    319     12    320 PF08610.13  Pex16             Family     2   364   365    239.7   5.9e-71   1 No_clan  
Hkah000478.1      8    115      7    120 PF01412.21  ArfGap            Domain     2   112   117    114.6   2.9e-33   1 No_clan  
Hkah000107.1     50    287     50    287 PF00102.30  Y_phosphatase     Domain     1   235   235    243.6   2.1e-72   1 CL0031   
Hkah000374.1     23    117     22    122 PF00651.34  BTB               Domain     2   101   111     86.0   2.1e-24   1 CL0033   
Hkah000374.1    327    369    327    372 PF05225.19  HTH_psq           Domain     1    42    45     47.5   1.2e-12   1 CL0123   
Hkah000474.1    263    374    252    375 PF13602.9   ADH_zinc_N_2      Domain    17   132   133     42.2   1.6e-10   1 CL0063   
Hkah000416.1     55    119     32    119 PF15868.8   MBF2              Family    22    90    90     40.1   4.2e-10   1 No_clan  
Hkah000342.1      6    110      5    115 PF00635.29  Motile_Sperm      Domain     2   102   109     94.5   3.6e-27   1 CL0556   
Hkah000105.1   1154   1256   1150   1258 PF00651.34  BTB               Domain     5   109   111     46.3   4.6e-12   1 CL0033   
Hkah000532.1     21     57     15     61 PF02828.19  L27               Domain     7    46    53     23.3   4.4e-05   1 CL0614   
Hkah000532.1     74    123     71    123 PF02828.19  L27               Domain     4    53    53     41.4   9.9e-11   1 CL0614   
Hkah000532.1    158    224    153    226 PF00595.27  PDZ               Domain    12    80    82     49.0   6.4e-13   1 CL0466   
Hkah000532.1    240    303    240    304 PF07653.20  SH3_2             Domain     1    56    57     37.3   1.9e-09   1 CL0010   
Hkah000532.1    392    546    390    583 PF00625.24  Guanylate_kin     Domain     3   162   182    133.6   6.8e-39   1 CL0023   
Hkah000565.1     14     74     14     77 PF00076.25  RRM_1             Domain     1    66    70     42.7   3.9e-11   1 CL0221   
Hkah000565.1    120    187    120    188 PF00076.25  RRM_1             Domain     1    69    70     34.1     2e-08   1 CL0221   
Hkah000565.1    226    289    224    289 PF00013.32  KH_1              Domain     3    66    66     52.2   4.4e-14   1 CL0007   
Hkah000565.1    306    370    305    371 PF00013.32  KH_1              Domain     3    65    66     55.4   4.5e-15   1 CL0007   
Hkah000565.1    437    507    436    509 PF00013.32  KH_1              Domain     2    64    66     48.1   8.5e-13   1 CL0007   
Hkah000565.1    526    595    526    596 PF00013.32  KH_1              Domain     1    65    66     52.9   2.6e-14   1 CL0007   
Hkah000423.1     61    513     60    515 PF10300.12  Iml2-TPR_39       Repeat     2   477   479    410.7  8.6e-123   1 CL0020   
Hkah000423.1    549    573    545    575 PF13174.9   TPR_6             Repeat     6    30    33     14.5     0.045   1 CL0020   
Hkah000109.1     15     87     15     89 PF07776.18  zf-AD             Domain     1    75    77     49.5   4.2e-13   1 CL0361   
Hkah000109.1    440    462    440    462 PF00096.29  zf-C2H2           Domain     1    23    23     20.1   0.00066   1 CL0361   
Hkah000109.1    469    492    468    493 PF13912.9   zf-C2H2_6         Domain     2    25    27     22.8   7.3e-05   1 CL0361   
Hkah000109.1    504    524    502    524 PF00096.29  zf-C2H2           Domain     3    23    23     25.0   1.9e-05   1 CL0361   
